Country,Age,Count,Education level,Gender,Industry,Org,Org size,Role group,Role group Avg,Role,Problems,Prob_RoleGroup [%],Prob_RoleGroup Avg [%],Hope,Hope_RoleGroup [%],,,,,,
Australia,26-41,1,Some college,Female,Automotive,Not-for-profit organization,"1,001-3,000",Data science,Data science,Data Engineer,Impacts to individual privacy,0.2,0.2,Further innovation in the open-source data science community,0.1678,,,,,,
Singapore,26-41,1,Bachelor's degree,Male,Electronics,Commercial (for-profit) entity,"10,001",Other,Others avg.,Other (please indicate below),,,,,,,,,,,
Canada,26-41,1,Master's degree,Male,,,,Education,Others avg.,Student,,,,,,,,,,,
Australia,26-41,1,Master's degree,Female,Healthcare,Not-for-profit organization,"3,001-5,000",Data science,Data science,Data Engineer,Other (please indicate below),0.2,0.2,More resources given to data science teams within organizations,0.1678,,,,,,
China,18-25,1,Bachelor's degree,Male,,,,Education,Others avg.,Student,Impacts to individual privacy,0.2,0.03877471888,Further innovation in the open-source data science community,0.1931,,,,,,
United Kingdom,42-57,1,No degree,Male,,,,Education,Others avg.,Student,Social impacts from bias in data and models,0.2,0.03877471888,Further innovation in the open-source data science community,0.1931,,,,,,
United States,26-41,1,Bachelor's degree,Other,,,,Education,Others avg.,Student,,,,,,,,,,,
Philippines,26-41,1,Bachelor's degree,Male,Consulting,Commercial (for-profit) entity,"10,001",Business professional,Others avg.,Business Analyst,Social impacts from bias in data and models,0.3,0.03877471888,More resources given to data science teams within organizations,0.2976,,,,,,
Japan,68-100,1,Bachelor's degree,Male,Not For Profit,Not-for-profit organization,1-200,Data science,Data science,Data Scientist,,,,,,,,,,,
United States,26-41,1,Master's degree,Male,,Educational institution,,Education,Others avg.,Professor/Instructor/Researcher,Lack of diversity and inclusion in the profession,0.2,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.1931,,,,,,
Australia,26-41,1,Some college,Female,,Educational institution,,Scientists,Others avg.,Research Scientist,Social impacts from bias in data and models,0.4,0.03877471888,Further innovation in the open-source data science community,0.4098,,,,,,
Armenia,26-41,1,Bachelor's degree,Female,Manufacturing,Commercial (for-profit) entity,"1,001-3,000",Business professional,Others avg.,Product Manager,Advanced information warfare,0.3,0.03877471888,More resources given to data science teams within organizations,0.2976,,,,,,
United States,18-25,1,Bachelor's degree,Male,Energy,Commercial (for-profit) entity,"201-1,000",Business professional,Others avg.,Business Analyst,Social impacts from bias in data and models,0.3,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.2976,,,,,,
United States,18-25,1,Bachelor's degree,Male,Research & Development,Commercial (for-profit) entity,"201-1,000",Data science,Data science,Data Engineer,Advanced information warfare,0.2,0.2,More resources given to data science teams within organizations,0.1678,,,,,,
Austria,26-41,1,Master's degree,Female,Education,Government agency,"201-1,000",Education,Others avg.,Professor/Instructor/Researcher,Social impacts from bias in data and models,0.2,0.03877471888,More specialized data science hardware,0.1931,,,,,,
United States,42-57,1,Some college,Male,Manufacturing,Commercial (for-profit) entity,"201-1,000",Business professional,Others avg.,Product Manager,Lack of diversity and inclusion in the profession,0.3,0.03877471888,Further innovation in vendor-specific data science products,0.2976,,,,,,
Angola,26-41,1,Master's degree,Female,Electronics,Government agency,"201-1,000",Business professional,Others avg.,Business Analyst,Social impacts from bias in data and models,0.3,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.2976,,,,,,
Australia,26-41,1,High School or equivalent,Female,Automotive,Not-for-profit organization,"1,001-3,000",Data science,Data science,Data Engineer,A reduction in job opportunities caused by automation,0.2,0.2,New optimized models that allow for more complex computations to be conducted faster,0.1678,,,,,,
India,18-25,1,Bachelor's degree,Male,,Commercial (for-profit) entity,,Operations,Others avg.,System Administrator,,,,,,,,,,,
Algeria,26-41,1,Master's degree,Female,Electronics,Commercial (for-profit) entity,"1,001-3,000",Operations,Others avg.,System Administrator,Social impacts from bias in data and models,0.6,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.5882,,,,,,
Argentina,26-41,1,Bachelor's degree,Male,Agriculture,Government agency,"5,001-10,000",Data science,Data science,Data Scientist,,,,,,,,,,,
United States,26-41,1,Bachelor's degree,Male,,Commercial (for-profit) entity,,Operations,Others avg.,DevOps,,,,,,,,,,,
Mexico,58-67,1,High School or equivalent,Male,Manufacturing,Commercial (for-profit) entity,"5,001-10,000",Other,Others avg.,Other (please indicate below),Social impacts from bias in data and models,0.3,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.3448,,,,,,
Australia,58-67,1,High School or equivalent,Female,Construction,Commercial (for-profit) entity,"201-1,000",Data science,Data science,Data Scientist,Impacts to individual privacy,0.2,0.2,More resources given to data science teams within organizations,0.1678,,,,,,
India,42-57,1,Bachelor's degree,Male,,Commercial (for-profit) entity,,Other,Others avg.,Other (please indicate below),,,,,,,,,,,
Algeria,26-41,1,High School or equivalent,Male,Construction,Commercial (for-profit) entity,"201-1,000",Data science,Data science,Data Engineer,Advanced information warfare,0.2,0.2,More resources given to data science teams within organizations,0.1678,,,,,,
China,18-25,1,Bachelor's degree,Other,Finance,Not-for-profit organization,1-200,Business professional,Others avg.,Business Analyst,,,,,,,,,,,
Zimbabwe,18-25,1,Bachelor's degree,Male,Technology,Commercial (for-profit) entity,"201-1,000",Other,Others avg.,Developer,Lack of diversity and inclusion in the profession,0.3,0.03877471888,More resources given to data science teams within organizations,0.3448,,,,,,
Colombia,42-57,1,Master's degree,Male,Government,Government agency,"1,001-3,000",Business professional,Others avg.,Business Analyst,Social impacts from bias in data and models,0.3,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.2976,,,,,,
Algeria,42-57,1,No degree,Male,Media,Not-for-profit organization,"201-1,000",Scientists,Others avg.,Research Scientist,Advanced information warfare,0.4,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.4098,,,,,,
Nigeria,26-41,1,Bachelor's degree,Male,,Educational institution,,Operations,Others avg.,System Administrator,Lack of diversity and inclusion in the profession,0.6,0.03877471888,More resources given to data science teams within organizations,0.5882,,,,,,
Philippines,26-41,1,Bachelor's degree,Male,Technology,Commercial (for-profit) entity,"5,001-10,000",Data science,Data science,Data Engineer,,,,,,,,,,,
United States,42-57,1,Bachelor's degree,Female,Electronics,Commercial (for-profit) entity,"201-1,000",Data science,Data science,Data Engineer,Lack of diversity and inclusion in the profession,0.2,0.2,More resources given to data science teams within organizations,0.1678,,,,,,
Nigeria,26-41,1,Bachelor's degree,Male,,Educational institution,,Education,Others avg.,Professor/Instructor/Researcher,,,,,,,,,,,
Nigeria,42-57,1,Bachelor's degree,Male,Healthcare,Government agency,"1,001-3,000",Other,Others avg.,Developer,A reduction in job opportunities caused by automation,0.3,0.03877471888,Further innovation in the open-source data science community,0.3448,,,,,,
United States,26-41,1,Bachelor's degree,Male,Technology,Government agency,1-200,Operations,Others avg.,DevOps,Advanced information warfare,0.6,0.03877471888,Further innovation in the open-source data science community,0.5882,,,,,,
Andorra,26-41,1,Bachelor's degree,Female,Professional Services,Not-for-profit organization,"1,001-3,000",Business professional,Others avg.,Product Manager,Social impacts from bias in data and models,0.3,0.03877471888,More resources given to data science teams within organizations,0.2976,,,,,,
India,18-25,1,Bachelor's degree,Female,,,,Education,Others avg.,Student,Impacts to individual privacy,0.2,0.03877471888,More resources given to data science teams within organizations,0.1931,,,,,,
United States,18-25,1,Bachelor's degree,Male,Research & Development,Commercial (for-profit) entity,"201-1,000",Business professional,Others avg.,Business Analyst,Advanced information warfare,0.3,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.2976,,,,,,
United States,18-25,1,Bachelor's degree,Male,Retail,Commercial (for-profit) entity,"201-1,000",Data science,Data science,Data Scientist,Social impacts from bias in data and models,0.2,0.2,Further innovation in the open-source data science community,0.1678,,,,,,
United States,26-41,1,Bachelor's degree,Female,Automotive,Commercial (for-profit) entity,"201-1,000",Business professional,Others avg.,Product Manager,Lack of diversity and inclusion in the profession,0.3,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.2976,,,,,,
Austria,26-41,1,Master's degree,Female,,Educational institution,,Scientists,Others avg.,Applied Scientist,Social impacts from bias in data and models,0.4,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.4098,,,,,,
Chile,42-57,1,No degree,Male,Automotive,Commercial (for-profit) entity,"201-1,000",Data science,Data science,Data Engineer,Social impacts from bias in data and models,0.2,0.2,New optimized models that allow for more complex computations to be conducted faster,0.1678,,,,,,
United States,26-41,1,Bachelor's degree,Female,,,,Education,Others avg.,Student,Lack of diversity and inclusion in the profession,0.2,0.03877471888,Further innovation in the open-source data science community,0.1931,,,,,,
Austria,26-41,1,No degree,Female,Automotive,Not-for-profit organization,"201-1,000",Data science,Data science,Data Engineer,Impacts to individual privacy,0.2,0.2,New optimized models that allow for more complex computations to be conducted faster,0.1678,,,,,,
India,42-57,1,Bachelor's degree,Male,Technology,Commercial (for-profit) entity,"1,001-3,000",Other,Others avg.,Other (please indicate below),,,,,,,,,,,
United States,18-25,1,Bachelor's degree,Male,,,,Education,Others avg.,Student,Lack of diversity and inclusion in the profession,0.2,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.1931,,,,,,
Australia,26-41,1,High School or equivalent,Other,Consulting,Commercial (for-profit) entity,"1,001-3,000",Data science,Data science,Data Engineer,Social impacts from bias in data and models,0.2,0.2,Further innovation in vendor-specific data science products,0.1678,,,,,,
Italy,26-41,1,Master's degree,Male,Pharmaceutical,Commercial (for-profit) entity,"10,001",Business professional,Others avg.,Line-of-Business Manager,Advanced information warfare,0.3,0.03877471888,More resources given to data science teams within organizations,0.2976,,,,,,
India,42-57,1,Some college,Male,Technology,Commercial (for-profit) entity,1-200,Operations,Others avg.,System Administrator,Other (please indicate below),0.6,0.03877471888,Further innovation in the open-source data science community,0.5882,,,,,,
Australia,26-41,1,Master's degree,Female,Finance,Government agency,"201-1,000",Scientists,Others avg.,Applied Scientist,Social impacts from bias in data and models,0.4,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.4098,,,,,,
United States,18-25,1,Bachelor's degree,Male,Technology,Commercial (for-profit) entity,"201-1,000",Business professional,Others avg.,Business Analyst,Social impacts from bias in data and models,0.3,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.2976,,,,,,
United States,18-25,1,Master's degree,Male,Media,Commercial (for-profit) entity,"201-1,000",Data science,Data science,Data Engineer,A reduction in job opportunities caused by automation,0.2,0.2,More specialized data science hardware,0.1678,,,,,,
India,26-41,1,Bachelor's degree,Male,,Commercial (for-profit) entity,,Scientists,Others avg.,Research Scientist,,,,,,,,,,,
United Kingdom,42-57,1,Bachelor's degree,Male,Government,Government agency,"201-1,000",Business professional,Others avg.,Business Analyst,,,,,,,,,,,
Kenya,26-41,1,Some college,Female,,,,Education,Others avg.,Student,Lack of diversity and inclusion in the profession,0.2,0.03877471888,More specialized data science hardware,0.1931,,,,,,
United States,26-41,1,Doctoral degree,Male,,Educational institution,,Education,Others avg.,Professor/Instructor/Researcher,,,,,,,,,,,
India,42-57,1,Master's degree,Female,,Educational institution,,Education,Others avg.,Professor/Instructor/Researcher,,,,,,,,,,,
India,18-25,1,Master's degree,Female,Consulting,Commercial (for-profit) entity,"10,001",Other,Others avg.,Other (please indicate below),,,,,,,,,,,
United States,42-57,1,Master's degree,Male,,Educational institution,,Education,Others avg.,Professor/Instructor/Researcher,,,,,,,,,,,
United States,42-57,1,Some college,Female,Manufacturing,Commercial (for-profit) entity,1-200,Business professional,Others avg.,Line-of-Business Manager,Social impacts from bias in data and models,0.3,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.2976,,,,,,
Argentina,26-41,1,Bachelor's degree,Female,Research & Development,Government agency,"201-1,000",Data science,Data science,Data Scientist,Social impacts from bias in data and models,0.2,0.2,More specialized data science hardware,0.1678,,,,,,
Algeria,42-57,1,High School or equivalent,Male,Automotive,Commercial (for-profit) entity,"201-1,000",Scientists,Others avg.,Research Scientist,Lack of diversity and inclusion in the profession,0.4,0.03877471888,Further innovation in the open-source data science community,0.4098,,,,,,
Egypt,26-41,1,Bachelor's degree,Female,,Educational institution,,Education,Others avg.,Professor/Instructor/Researcher,Advanced information warfare,0.2,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.1931,,,,,,
India,18-25,1,High School or equivalent,Male,,,,Education,Others avg.,Student,A reduction in job opportunities caused by automation,0.2,0.03877471888,More resources given to data science teams within organizations,0.1931,,,,,,
Australia,42-57,1,High School or equivalent,Female,Education,Not-for-profit organization,"1,001-3,000",Business professional,Others avg.,Product Manager,Advanced information warfare,0.3,0.03877471888,Further innovation in the open-source data science community,0.2976,,,,,,
Japan,68-100,1,Some college,Male,Research & Development,Not-for-profit organization,"201-1,000",Other,Others avg.,Developer,,,,,,,,,,,
Italy,18-25,1,Bachelor's degree,Male,,,,Education,Others avg.,Student,,,,,,,,,,,
Germany,18-25,1,Bachelor's degree,Male,,Educational institution,,Education,Others avg.,Student,,,,,,,,,,,
United States,18-25,1,No degree,Female,Construction,Commercial (for-profit) entity,"201-1,000",Scientists,Others avg.,Research Scientist,Social impacts from bias in data and models,0.4,0.03877471888,Further innovation in the open-source data science community,0.4098,,,,,,
France,18-25,1,Some college,Male,,,,Education,Others avg.,Student,,,,,,,,,,,
Poland,26-41,1,Master's degree,Female,Engineering,Commercial (for-profit) entity,1-200,Data science,Data science,Data Scientist,Advanced information warfare,0.2,0.2,Further innovation in the open-source data science community,0.1678,,,,,,
Argentina,26-41,1,Master's degree,Male,Energy,Government agency,"201-1,000",Scientists,Others avg.,Applied Scientist,A reduction in job opportunities caused by automation,0.4,0.03877471888,More specialized data science hardware,0.4098,,,,,,
India,26-41,1,Master's degree,Female,,Educational institution,,Education,Others avg.,Professor/Instructor/Researcher,,,,,,,,,,,
Botswana,26-41,1,Bachelor's degree,Female,,Commercial (for-profit) entity,,Business professional,Others avg.,Line-of-Business Manager,,,,,,,,,,,
India,42-57,1,Master's degree,Male,Healthcare,Government agency,1-200,Education,Others avg.,Professor/Instructor/Researcher,,,,,,,,,,,
Norway,68-100,1,Doctoral degree,Male,,Not-for-profit organization,,Other,Others avg.,Other (please indicate below),,,,,,,,,,,
India,18-25,1,High School or equivalent,Male,,,,Education,Others avg.,Student,Social impacts from bias in data and models,0.2,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.1931,,,,,,
United Kingdom,26-41,1,Master's degree,Male,Hospitality,Commercial (for-profit) entity,"201-1,000",Data science,Data science,Data Scientist,,,,,,,,,,,
Bolivia,26-41,1,Some college,Male,Research & Development,Commercial (for-profit) entity,1-200,Other,Others avg.,Developer,A reduction in job opportunities caused by automation,0.3,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.3448,,,,,,
United States,42-57,1,Master's degree,Female,,Educational institution,,Data science,Data science,Data Scientist,Social impacts from bias in data and models,0.2,0.2,Other (please indicate below),0.1678,,,,,,
Bolivia,26-41,1,Master's degree,Male,Technology,Commercial (for-profit) entity,"201-1,000",Other,Others avg.,Developer,,,,,,,,,,,
Germany,26-41,1,Master's degree,Male,Healthcare,Commercial (for-profit) entity,1-200,Other,Others avg.,Developer,,,,,,,,,,,
Zambia,26-41,1,No degree,Male,Professional Services,Commercial (for-profit) entity,1-200,Business professional,Others avg.,Line-of-Business Manager,Other (please indicate below),0.3,0.03877471888,More specialized data science hardware,0.2976,,,,,,
United States,42-57,1,Master's degree,Male,,Commercial (for-profit) entity,,Scientists,Others avg.,Applied Scientist,,,,,,,,,,,
United States,42-57,1,Bachelor's degree,Female,,Educational institution,,Other,Others avg.,Other (please indicate below),Social impacts from bias in data and models,0.3,0.03877471888,Other (please indicate below),0.3448,,,,,,
Ghana,18-25,1,Bachelor's degree,Male,,,,Education,Others avg.,Student,Advanced information warfare,0.2,0.03877471888,More specialized data science hardware,0.1931,,,,,,
United States,26-41,1,Master's degree,Female,Consulting,Commercial (for-profit) entity,1-200,Other,Others avg.,Other (please indicate below),,,,,,,,,,,
Canada,42-57,1,Master's degree,Female,,Government agency,,Other,Others avg.,Other (please indicate below),,,,,,,,,,,
Kazakhstan,26-41,1,Master's degree,Male,Construction,Commercial (for-profit) entity,"3,001-5,000",Other,Others avg.,Other (please indicate below),,,,,,,,,,,
Pakistan,58-67,1,Doctoral degree,Male,,Educational institution,,Scientists,Others avg.,Research Scientist,Impacts to individual privacy,0.4,0.03877471888,More resources given to data science teams within organizations,0.4098,,,,,,
United States,26-41,1,Bachelor's degree,Female,Research & Development,Commercial (for-profit) entity,"201-1,000",Scientists,Others avg.,Applied Scientist,Lack of diversity and inclusion in the profession,0.4,0.03877471888,Further innovation in vendor-specific data science products,0.4098,,,,,,
United States,18-25,1,Master's degree,Male,Consulting,Commercial (for-profit) entity,"201-1,000",Business professional,Others avg.,Business Analyst,Advanced information warfare,0.3,0.03877471888,Further innovation in the open-source data science community,0.2976,,,,,,
United States,26-41,1,Some college,Male,Entertainment,Commercial (for-profit) entity,1-200,Business professional,Others avg.,Line-of-Business Manager,A reduction in job opportunities caused by automation,0.3,0.03877471888,More resources given to data science teams within organizations,0.2976,,,,,,
United States,26-41,1,Some college,Male,Technology,Commercial (for-profit) entity,"201-1,000",Business professional,Others avg.,Product Manager,Social impacts from bias in data and models,0.3,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.2976,,,,,,
United States,26-41,1,Bachelor's degree,Male,Technology,Commercial (for-profit) entity,"201-1,000",Business professional,Others avg.,Product Manager,A reduction in job opportunities caused by automation,0.3,0.03877471888,Further innovation in the open-source data science community,0.2976,,,,,,
United States,26-41,1,Some college,Female,,Educational institution,,Operations,Others avg.,System Administrator,Social impacts from bias in data and models,0.6,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.5882,,,,,,
United Kingdom,26-41,1,High School or equivalent,Female,Electronics,Commercial (for-profit) entity,1-200,Scientists,Others avg.,Research Scientist,Social impacts from bias in data and models,0.4,0.03877471888,More resources given to data science teams within organizations,0.4098,,,,,,
United States,26-41,1,High School or equivalent,Male,Electronics,Commercial (for-profit) entity,"201-1,000",Scientists,Others avg.,Research Scientist,Social impacts from bias in data and models,0.4,0.03877471888,Further innovation in the open-source data science community,0.4098,,,,,,
United States,26-41,1,High School or equivalent,Male,Electronics,Commercial (for-profit) entity,1-200,Data science,Data science,Data Scientist,Lack of diversity and inclusion in the profession,0.2,0.2,New optimized models that allow for more complex computations to be conducted faster,0.1678,,,,,,
United Kingdom,26-41,1,High School or equivalent,Female,Electronics,Commercial (for-profit) entity,1-200,Data science,Data science,Data Scientist,Advanced information warfare,0.2,0.2,More resources given to data science teams within organizations,0.1678,,,,,,
United States,26-41,1,Some college,Female,Electronics,Commercial (for-profit) entity,1-200,Data science,Data science,Data Engineer,Lack of diversity and inclusion in the profession,0.2,0.2,New optimized models that allow for more complex computations to be conducted faster,0.1678,,,,,,
United States,26-41,1,Bachelor's degree,Male,Technology,Not-for-profit organization,"201-1,000",Data science,Data science,Data Scientist,Social impacts from bias in data and models,0.2,0.2,New optimized models that allow for more complex computations to be conducted faster,0.1678,,,,,,
United States,42-57,1,Master's degree,Male,,Commercial (for-profit) entity,,Other,Others avg.,Other (please indicate below),,,,,,,,,,,
Nigeria,42-57,1,Master's degree,Male,,,,Business professional,Others avg.,Line-of-Business Manager,,,,,,,,,,,
United States,26-41,1,Master's degree,Male,Research & Development,Commercial (for-profit) entity,1-200,Other,Others avg.,Other (please indicate below),Impacts to individual privacy,0.3,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.3448,,,,,,
Nigeria,42-57,1,Bachelor's degree,Male,,Educational institution,,Data science,Data science,ML Engineer,A reduction in job opportunities caused by automation,0.2,0.2,Further innovation in the open-source data science community,0.1678,,,,,,
Brazil,26-41,1,No degree,Male,,,,Education,Others avg.,Student,Lack of diversity and inclusion in the profession,0.2,0.03877471888,Further innovation in the open-source data science community,0.1931,,,,,,
United States,42-57,1,Some college,Male,,Educational institution,,Operations,Others avg.,System Administrator,,,,,,,,,,,
Spain,26-41,1,Master's degree,Male,Research & Development,Commercial (for-profit) entity,1-200,Other,Others avg.,Developer,Impacts to individual privacy,0.3,0.03877471888,More specialized data science hardware,0.3448,,,,,,
Egypt,18-25,1,Bachelor's degree,Male,Automotive,Commercial (for-profit) entity,"10,001",Other,Others avg.,Developer,Social impacts from bias in data and models,0.3,0.03877471888,Further innovation in the open-source data science community,0.3448,,,,,,
United States,26-41,1,Some college,Male,Telecommunications,Government agency,"1,001-3,000",Operations,Others avg.,Cloud Security Manager,A reduction in job opportunities caused by automation,0.6,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.5882,,,,,,
United States,18-25,1,Some college,Female,Electronics,Commercial (for-profit) entity,"201-1,000",Business professional,Others avg.,Product Manager,Lack of diversity and inclusion in the profession,0.3,0.03877471888,More specialized data science hardware,0.2976,,,,,,
United States,26-41,1,Bachelor's degree,Male,,,,Education,Others avg.,Student,Social impacts from bias in data and models,0.2,0.03877471888,More resources given to data science teams within organizations,0.1931,,,,,,
United States,26-41,1,Bachelor's degree,Male,,Commercial (for-profit) entity,,Data science,Data science,Data Engineer,,,,,,,,,,,
Costa Rica,18-25,1,Some college,Male,,,,Education,Others avg.,Student,Social impacts from bias in data and models,0.2,0.03877471888,More specialized data science hardware,0.1931,,,,,,
India,26-41,1,Master's degree,Male,Education,Not-for-profit organization,1-200,Other,Others avg.,Other (please indicate below),Advanced information warfare,0.3,0.03877471888,Further innovation in the open-source data science community,0.3448,,,,,,
United States,26-41,1,Master's degree,Male,,Educational institution,,Education,Others avg.,Professor/Instructor/Researcher,Impacts to individual privacy,0.2,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.1931,,,,,,
United States,26-41,1,Bachelor's degree,Female,Food & Beverage,Commercial (for-profit) entity,"201-1,000",Other,Others avg.,Developer,Impacts to individual privacy,0.3,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.3448,,,,,,
United States,26-41,1,Some college,Female,Consulting,Commercial (for-profit) entity,"201-1,000",Business professional,Others avg.,Business Analyst,Social impacts from bias in data and models,0.3,0.03877471888,Further innovation in the open-source data science community,0.2976,,,,,,
United States,26-41,1,Master's degree,Female,,Educational institution,,Education,Others avg.,Professor/Instructor/Researcher,Lack of diversity and inclusion in the profession,0.2,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.1931,,,,,,
United States,26-41,1,Bachelor's degree,Male,Engineering,Commercial (for-profit) entity,1-200,Data science,Data science,ML Engineer,Social impacts from bias in data and models,0.2,0.2,Further innovation in the open-source data science community,0.1678,,,,,,
United States,26-41,1,Master's degree,Male,Electronics,Commercial (for-profit) entity,"201-1,000",Data science,Data science,Data Engineer,Lack of diversity and inclusion in the profession,0.2,0.2,Further innovation in the open-source data science community,0.1678,,,,,,
United States,26-41,1,Bachelor's degree,Male,Engineering,Commercial (for-profit) entity,"201-1,000",Data science,Data science,Data Engineer,Impacts to individual privacy,0.2,0.2,Further innovation in the open-source data science community,0.1678,,,,,,
United States,26-41,1,Bachelor's degree,Male,Retail,Commercial (for-profit) entity,1-200,Business professional,Others avg.,Product Manager,Social impacts from bias in data and models,0.3,0.03877471888,More resources given to data science teams within organizations,0.2976,,,,,,
United States,26-41,1,Bachelor's degree,Female,Food & Beverage,Not-for-profit organization,"201-1,000",Operations,Others avg.,System Administrator,Social impacts from bias in data and models,0.6,0.03877471888,More resources given to data science teams within organizations,0.5882,,,,,,
United States,18-25,1,Bachelor's degree,Male,Media,Commercial (for-profit) entity,"201-1,000",Business professional,Others avg.,Business Analyst,Advanced information warfare,0.3,0.03877471888,Further innovation in the open-source data science community,0.2976,,,,,,
United States,18-25,1,Master's degree,Male,Research & Development,Commercial (for-profit) entity,"201-1,000",Data science,Data science,Data Engineer,Impacts to individual privacy,0.2,0.2,Further innovation in the open-source data science community,0.1678,,,,,,
United States,26-41,1,Master's degree,Male,Technology,Government agency,"201-1,000",Data science,Data science,Data Engineer,Social impacts from bias in data and models,0.2,0.2,More resources given to data science teams within organizations,0.1678,,,,,,
Japan,68-100,1,Master's degree,Male,Finance,Not-for-profit organization,1-200,Education,Others avg.,Professor/Instructor/Researcher,Social impacts from bias in data and models,0.2,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.1931,,,,,,
United States,26-41,1,Bachelor's degree,Male,Construction,Not-for-profit organization,"201-1,000",Data science,Data science,Data Engineer,Social impacts from bias in data and models,0.2,0.2,More resources given to data science teams within organizations,0.1678,,,,,,
United States,26-41,1,Some college,Male,Not For Profit,Not-for-profit organization,"201-1,000",Data science,Data science,Data Engineer,Impacts to individual privacy,0.2,0.2,More resources given to data science teams within organizations,0.1678,,,,,,
United States,26-41,1,Some college,Male,Electronics,Commercial (for-profit) entity,"1,001-3,000",Business professional,Others avg.,Product Manager,Lack of diversity and inclusion in the profession,0.3,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.2976,,,,,,
United States,18-25,1,Some college,Male,Media,Commercial (for-profit) entity,"201-1,000",Operations,Others avg.,DevOps,Advanced information warfare,0.6,0.03877471888,Further innovation in the open-source data science community,0.5882,,,,,,
Australia,26-41,1,Master's degree,Female,Finance,Government agency,"1,001-3,000",Data science,Data science,Data Scientist,Impacts to individual privacy,0.2,0.2,New optimized models that allow for more complex computations to be conducted faster,0.1678,,,,,,
United States,18-25,1,Master's degree,Male,Electronics,Commercial (for-profit) entity,"201-1,000",Data science,Data science,Data Scientist,Advanced information warfare,0.2,0.2,New optimized models that allow for more complex computations to be conducted faster,0.1678,,,,,,
Australia,26-41,1,Some college,Female,Retail,Commercial (for-profit) entity,"201-1,000",Business professional,Others avg.,Product Manager,Social impacts from bias in data and models,0.3,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.2976,,,,,,
United States,26-41,1,Master's degree,Female,Retail,Not-for-profit organization,1-200,Other,Others avg.,Developer,Advanced information warfare,0.3,0.03877471888,More specialized data science hardware,0.3448,,,,,,
United States,18-25,1,Bachelor's degree,Male,Pharmaceutical,Commercial (for-profit) entity,"201-1,000",Education,Others avg.,Professor/Instructor/Researcher,Social impacts from bias in data and models,0.2,0.03877471888,More resources given to data science teams within organizations,0.1931,,,,,,
Colombia,26-41,1,Master's degree,Male,Not For Profit,Not-for-profit organization,1-200,Data science,Data science,Data Scientist,A reduction in job opportunities caused by automation,0.2,0.2,Further innovation in the open-source data science community,0.1678,,,,,,
United States,26-41,1,Master's degree,Male,,Educational institution,,Data science,Data science,Data Scientist,Impacts to individual privacy,0.2,0.2,Further innovation in vendor-specific data science products,0.1678,,,,,,
United States,26-41,1,Master's degree,Male,,Educational institution,,Education,Others avg.,Professor/Instructor/Researcher,Social impacts from bias in data and models,0.2,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.1931,,,,,,
United States,18-25,1,Some college,Female,,Educational institution,,Education,Others avg.,Professor/Instructor/Researcher,Social impacts from bias in data and models,0.2,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.1931,,,,,,
United States,26-41,1,Doctoral degree,Male,Engineering,Commercial (for-profit) entity,"201-1,000",Operations,Others avg.,Cloud Engineer,Lack of diversity and inclusion in the profession,0.6,0.03877471888,Further innovation in the open-source data science community,0.5882,,,,,,
United States,26-41,1,Some college,Male,Retail,Commercial (for-profit) entity,"201-1,000",Business professional,Others avg.,Product Manager,Social impacts from bias in data and models,0.3,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.2976,,,,,,
United States,42-57,1,Master's degree,Male,,Educational institution,,Education,Others avg.,Professor/Instructor/Researcher,Lack of diversity and inclusion in the profession,0.2,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.1931,,,,,,
